City_ID,City,country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
368,Mabaruma,GY,8.2,-59.78,73.04,96,30,2.64,scattered clouds
369,Kysyl-Syr,RU,63.9,122.76,64.0,34,0,5.19,clear sky
370,Moree,AU,-29.47,149.85,64.4,54,40,17.22,scattered clouds
371,Raga,SS,8.46,25.68,77.65,90,75,5.84,moderate rain
372,Moorhead,US,46.87,-96.77,71.6,88,1,3.36,clear sky
373,Abha,SA,18.22,42.51,84.2,15,59,6.93,broken clouds
374,Zamora,EC,-4.07,-78.96,65.95,72,100,2.01,overcast clouds
375,Duarte,US,34.14,-117.98,73.99,70,0,2.1,clear sky
376,Sault Sainte Marie,CA,46.52,-84.33,62.6,93,90,3.36,overcast clouds
377,Ust-Kulom,RU,61.69,53.69,59.02,73,100,9.22,overcast clouds
378,Altus,US,34.64,-99.33,71.6,64,1,5.82,clear sky
379,Acajutla,SV,13.59,-89.83,70.0,100,100,4.99,light rain
380,Huilong,CN,31.81,121.66,93.99,63,12,3.0,few clouds
381,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,62.6,55,40,4.47,scattered clouds
382,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,40,0,13.87,clear sky
383,Viedma,AR,-40.81,-63.0,44.83,70,0,5.75,clear sky
384,Fare,PF,-16.7,-151.02,78.04,79,7,24.81,light rain
385,Kristiinankaupunki,FI,62.27,21.38,68.68,72,0,12.68,clear sky
386,Bam,IR,29.11,58.36,100.98,9,0,12.77,clear sky
387,San Francisco,US,37.77,-122.42,64.4,87,40,12.75,scattered clouds
388,Nunkini,MX,20.33,-90.18,73.29,96,1,2.3,clear sky
389,Panaba,MX,21.28,-88.27,75.54,94,84,5.64,broken clouds
390,Saint-Joseph,RE,-21.37,55.62,78.8,57,22,18.34,few clouds
391,Yazd,IR,31.9,54.37,100.4,12,0,2.24,clear sky
392,Vostok,RU,46.49,135.88,64.24,60,0,7.34,clear sky
393,Slavonice,CZ,49.0,15.35,73.99,77,0,1.99,clear sky
394,Luderitz,NA,-26.65,15.16,68.25,22,0,5.55,clear sky
395,Ukrayinka,UA,47.92,35.35,82.0,53,56,4.47,broken clouds
396,Charlottesville,US,38.03,-78.48,71.6,83,90,3.36,overcast clouds
397,Buraydah,SA,26.33,43.98,100.4,21,0,5.82,clear sky
398,Beringovskiy,RU,63.05,179.32,52.27,92,100,14.43,overcast clouds
399,Bitung,ID,1.45,125.18,91.4,55,20,9.17,few clouds
400,Port Augusta,AU,-32.5,137.77,55.4,58,75,17.22,broken clouds
401,Bauchi,NG,10.5,10.0,72.82,87,100,2.55,overcast clouds
402,Fort-Shevchenko,KZ,44.51,50.26,82.83,44,100,3.24,overcast clouds
403,Necochea,AR,-38.55,-58.74,36.0,75,0,1.99,clear sky
404,San Cristobal,VE,7.77,-72.22,65.82,81,41,1.21,scattered clouds
405,Sao Felix Do Xingu,BR,-6.64,-51.99,69.15,45,0,2.19,clear sky
406,Aksarka,RU,66.56,67.8,57.09,92,100,14.97,moderate rain
407,Vestmanna,FO,62.16,-7.17,57.2,87,75,12.75,broken clouds
408,Alihe,CN,50.57,123.72,77.32,44,74,5.82,broken clouds
409,Pacific Grove,US,36.62,-121.92,62.01,96,0,7.47,clear sky
410,Naranjal,EC,-2.67,-79.62,69.8,77,75,11.41,broken clouds
411,Nishihara,JP,26.18,127.76,91.4,59,75,12.75,broken clouds
412,Parati,BR,-23.22,-44.71,63.3,83,100,1.19,light rain
413,Anuradhapura,LK,8.36,80.42,93.92,46,94,13.8,overcast clouds
414,Palana,RU,59.12,159.97,48.56,95,100,2.21,light rain
415,Kelowna,CA,49.88,-119.49,64.4,68,75,2.24,broken clouds
416,Bandarbeyla,SO,9.49,50.81,88.43,49,7,26.44,clear sky
417,Altamont,US,42.21,-121.74,57.0,76,1,3.69,clear sky
418,Snasa,NO,64.25,12.38,62.6,82,57,14.99,broken clouds
419,Hovd,MN,48.01,91.64,71.89,34,0,7.54,clear sky
420,Canavieiras,BR,-15.68,-38.95,71.02,85,100,1.21,overcast clouds
421,Surt,LY,31.21,16.59,83.71,57,0,10.69,clear sky
422,Astoria,US,46.19,-123.83,64.99,93,90,9.17,mist
423,Aleksandrovskiy Zavod,RU,50.92,117.94,73.6,61,100,10.56,overcast clouds
424,Montbrison,FR,45.67,4.08,84.0,39,0,10.29,clear sky
425,Vagur,FO,61.47,-6.81,53.58,94,100,16.98,overcast clouds
426,Linkou,CN,45.3,130.28,74.46,45,0,0.85,clear sky
427,Prince Rupert,CA,54.32,-130.32,55.4,93,75,4.7,broken clouds
428,Rocha,UY,-34.48,-54.33,37.56,77,0,8.32,clear sky
429,Nioro,GM,13.35,-15.75,75.79,92,15,8.59,few clouds
430,Iquique,CL,-20.22,-70.14,57.2,76,90,4.7,overcast clouds
431,Tazovskiy,RU,67.47,78.7,55.99,93,100,11.34,light rain
432,Phu Ly,VN,20.54,105.91,86.45,76,99,7.63,moderate rain
433,Konevo,RU,62.12,39.32,71.17,58,0,2.77,clear sky
434,Dodola,ET,6.98,39.18,63.93,70,65,2.21,light rain
435,Skaudvile,LT,55.42,22.62,71.17,69,26,3.67,scattered clouds
436,Dongkan,CN,34.0,119.83,80.62,89,95,9.55,light rain
437,Gribanovskiy,RU,51.46,41.98,71.01,40,7,8.52,clear sky
438,Lavrentiya,RU,65.58,-171.0,47.07,86,100,5.99,overcast clouds
439,Kamenskiy,RU,50.89,45.49,66.65,42,0,9.73,clear sky
440,Nizhneangarsk,RU,55.78,109.55,61.59,59,100,2.13,overcast clouds
441,Itarema,BR,-2.92,-39.92,74.26,89,57,11.95,broken clouds
442,Canyon Lake,US,29.88,-98.26,78.01,73,0,5.37,clear sky
443,Milkovo,RU,54.72,158.62,53.83,75,100,16.37,overcast clouds
444,Dayong,CN,25.02,118.29,91.4,66,75,11.18,broken clouds
445,Cravo Norte,CO,6.3,-70.2,76.14,92,99,3.22,overcast clouds
446,Yulara,AU,-25.24,130.99,75.2,17,0,3.36,clear sky
447,Pemba,MZ,-12.97,40.52,82.4,65,75,17.22,broken clouds
448,Husavik,IS,66.04,-17.34,42.8,87,0,9.17,clear sky
449,Natuba,BR,-7.64,-35.55,67.73,98,74,4.88,broken clouds
450,Katakwi,UG,1.89,33.97,79.84,58,29,6.73,scattered clouds
451,Ninghai,CN,29.29,121.42,95.0,56,40,13.42,scattered clouds
452,Huambo,AO,-12.78,15.74,60.8,29,59,5.82,broken clouds
453,Alice Springs,AU,-23.7,133.88,75.2,15,0,6.93,clear sky
454,Puerto Cabezas,NI,14.04,-83.39,76.24,92,100,7.02,light rain
455,Sol-Iletsk,RU,51.16,54.99,67.05,44,33,9.64,scattered clouds
456,Solnechnyy,RU,50.72,136.63,72.28,50,29,6.31,scattered clouds
457,Bartica,GY,6.4,-58.62,77.0,94,20,4.7,few clouds
458,Saint-Francois,FR,46.42,3.91,82.99,37,4,6.93,clear sky
459,Omboue,GA,-1.57,9.26,76.64,72,94,4.63,overcast clouds
460,Jega,NG,12.22,4.38,78.8,77,92,10.87,overcast clouds
461,Lebedinyy,RU,58.52,125.52,60.89,52,98,7.34,overcast clouds
462,Wana,PK,32.3,69.57,80.22,60,40,8.66,light rain
463,Batatais,BR,-20.89,-47.59,55.92,76,7,7.18,clear sky
464,Xiaoweizhai,CN,26.19,107.51,73.51,88,100,6.08,overcast clouds
465,Cabatuan,PH,10.88,122.49,83.73,80,86,8.5,light rain
466,Valparaiso,CL,-33.04,-71.63,46.99,66,0,5.84,clear sky
467,Beyneu,KZ,45.32,55.2,91.02,16,21,7.16,few clouds
468,Tuatapere,NZ,-46.13,167.68,48.0,93,100,2.24,overcast clouds
469,Carlisle,US,40.2,-77.19,66.0,91,100,3.24,overcast clouds
470,Biak,ID,-0.91,122.88,82.26,69,7,8.1,clear sky
471,Aykhal,RU,66.0,111.5,60.8,41,100,4.47,overcast clouds
472,Kaeo,NZ,-35.1,173.78,57.0,3,3,11.95,clear sky
473,Oparino,RU,59.85,48.28,58.77,68,91,8.52,overcast clouds
474,Scarborough,GB,54.28,-0.4,66.99,70,96,8.01,overcast clouds
475,Rio Gallegos,AR,-51.62,-69.22,39.2,80,100,9.17,overcast clouds
476,Yanam,IN,16.73,82.22,84.2,74,40,13.87,scattered clouds
477,Dennery,LC,13.9,-60.89,78.8,88,20,5.82,few clouds
478,Saint-Pierre,RE,-21.34,55.48,78.8,57,13,18.34,few clouds
479,Corinto,GR,37.94,22.96,86.0,42,0,4.0,clear sky
480,Wajir,KE,1.75,40.06,82.4,58,75,10.29,broken clouds
481,Quelimane,MZ,-17.88,36.89,75.2,78,75,4.7,broken clouds
482,Witu,KE,-2.39,40.44,83.57,57,11,13.62,few clouds
483,Mitzic,GA,0.78,11.55,72.41,82,100,4.09,overcast clouds
484,Lhokseumawe,ID,5.18,97.15,86.02,69,91,8.37,light rain
485,Hollola,FI,61.05,25.43,71.01,74,0,1.01,clear sky
486,Saint-Georges,GD,12.06,-61.75,80.6,88,40,6.93,scattered clouds
487,Ust-Kan,RU,50.93,84.76,66.54,43,93,19.28,overcast clouds
488,Mocuba,MZ,-16.84,36.99,81.1,51,19,4.59,few clouds
489,Yorosso,ML,12.35,-4.78,76.66,84,97,7.83,overcast clouds
490,Bairiki,KI,1.33,172.98,84.2,70,20,6.93,few clouds
491,Zhezkazgan,KZ,47.8,67.71,77.0,22,0,22.37,clear sky
492,Isabela,PH,6.71,121.97,86.0,74,40,6.93,scattered clouds
493,College,US,64.86,-147.8,55.4,82,75,4.83,broken clouds
494,Tanout,NE,14.97,8.89,81.86,64,100,17.25,overcast clouds
495,Kupang,ID,-10.17,123.58,86.0,51,20,10.29,few clouds
496,Teya,RU,60.38,92.63,68.88,38,42,5.95,scattered clouds
497,Alappuzha,IN,9.49,76.33,82.72,70,100,6.46,overcast clouds
498,Ukiah,US,39.15,-123.21,68.0,64,1,3.65,clear sky
499,San Carlos,VE,9.66,-68.58,73.13,91,0,2.24,clear sky
500,Asmara,ER,15.33,38.93,73.87,44,20,9.06,few clouds
501,Little Current,CA,45.98,-81.92,66.2,93,75,4.7,broken clouds
502,Hamilton,US,39.18,-84.53,66.0,93,1,3.22,clear sky
503,Pelym,RU,61.01,62.0,59.29,82,100,7.94,overcast clouds
504,Manggar,ID,-2.88,108.27,84.4,73,7,12.01,clear sky
505,Bundaberg,AU,-24.85,152.35,69.8,37,0,13.87,clear sky
506,Bintulu,MY,3.17,113.03,93.2,71,40,5.82,scattered clouds
507,Mecca,SA,21.43,39.83,103.87,20,52,9.84,broken clouds
508,Sungai Besar,MY,3.67,100.99,91.4,63,20,12.75,few clouds
509,Yarada,IN,17.65,83.27,89.6,66,40,13.87,scattered clouds
510,Matay,EG,28.42,30.78,91.53,27,0,10.07,clear sky
511,Souillac,MU,-20.52,57.52,77.0,53,75,12.75,broken clouds
512,La Ronge,CA,55.1,-105.28,62.6,77,20,6.93,few clouds
513,Los Llanos De Aridane,ES,28.66,-17.92,73.99,83,20,10.29,few clouds
514,Bertoua,CM,4.58,13.68,70.88,94,100,4.94,light rain
515,Bucak,TR,37.46,30.59,91.4,36,20,5.82,few clouds
516,Antsohihy,MG,-14.88,47.99,95.41,28,4,2.93,clear sky
517,Iskateley,RU,67.68,53.15,57.07,77,98,13.27,overcast clouds
518,Luganville,VU,-15.53,167.17,79.32,88,58,7.92,light rain
519,Road Town,VG,18.42,-64.62,82.99,88,30,8.99,scattered clouds
520,Bonthe,SL,7.53,-12.51,77.31,86,94,9.75,light rain
521,Novoomskiy,RU,54.84,73.3,57.2,93,75,5.3,light intensity shower rain
522,Nhulunbuy,AU,-12.23,136.77,82.4,58,0,13.87,clear sky
523,Acarau,BR,-2.89,-40.12,74.19,89,60,11.97,broken clouds
524,Zhanaozen,KZ,43.3,52.8,92.1,16,33,12.91,scattered clouds
525,Mudon,MM,16.26,97.72,82.09,83,100,9.37,moderate rain
526,Paignton,GB,50.44,-3.57,66.99,85,81,18.01,light rain
527,San Fernando,PH,15.03,120.69,84.2,79,75,10.29,light rain
528,Qaqortoq,GL,60.72,-46.03,44.6,70,0,3.36,clear sky
529,Sharjah,AE,25.36,55.4,104.0,40,49,5.82,scattered clouds
530,Yoichi,JP,43.2,140.77,72.0,68,75,5.82,broken clouds
531,Cassilandia,BR,-19.11,-51.73,58.33,76,100,11.34,overcast clouds
532,Alyangula,AU,-13.85,136.42,84.2,42,0,11.41,clear sky
533,Sarangani,PH,5.4,125.46,84.7,69,8,7.31,clear sky
534,Vangaindrano,MG,-23.35,47.6,76.23,65,15,4.56,few clouds
535,Santa Cecilia,BR,-26.96,-50.43,31.55,97,92,5.46,overcast clouds
536,Benguela,AO,-12.58,13.41,73.62,69,90,2.95,overcast clouds
537,Shelbyville,US,35.48,-86.46,70.0,94,1,3.83,clear sky
538,Uglegorsk,RU,49.08,142.03,65.48,65,1,16.24,clear sky
539,Otane,NZ,-39.88,176.63,52.0,77,26,10.0,scattered clouds
540,Fairbanks,US,64.84,-147.72,55.4,87,1,3.36,clear sky
541,Kindu,CD,-2.95,25.95,87.51,51,0,4.03,clear sky
542,Kyren,RU,51.68,102.14,68.5,68,78,2.89,light rain
543,Arroyo,ES,41.61,-4.8,69.01,93,90,3.36,overcast clouds
544,Cockburn Town,TC,21.46,-71.14,82.96,79,1,17.9,clear sky
545,Stokmarknes,NO,68.56,14.91,53.6,81,20,4.7,few clouds
546,Jiaxing,CN,30.75,120.75,96.8,50,40,11.18,scattered clouds
547,Beruwala,LK,6.48,79.98,84.61,70,8,9.73,clear sky
548,Obama,JP,35.5,135.75,96.01,64,0,1.99,clear sky
549,Laranjeiro,PT,37.07,-7.79,69.8,94,75,4.7,broken clouds
550,Caraballeda,VE,10.61,-66.85,72.0,88,14,3.33,few clouds
551,Sorland,NO,67.67,12.69,51.8,76,40,10.29,scattered clouds
552,Maumere,ID,-8.62,122.21,82.54,63,0,2.8,clear sky
553,Vadso,NO,70.07,29.75,51.8,81,75,11.41,broken clouds
554,Toyooka,JP,35.53,134.83,80.6,88,75,5.82,broken clouds
555,Pontalina,BR,-17.52,-49.45,58.96,65,0,5.88,clear sky
556,Opunake,NZ,-39.46,173.86,52.0,88,6,7.0,light rain
557,Bayji,IQ,34.93,43.49,101.79,16,0,13.02,clear sky
558,Hami,CN,42.8,93.45,87.93,22,94,9.84,overcast clouds
559,Hobyo,SO,5.35,48.53,82.83,61,88,24.02,overcast clouds
560,Dzhebariki-Khaya,RU,62.22,135.8,63.43,36,12,8.68,few clouds
561,Tianpeng,CN,30.99,103.94,88.0,80,45,3.44,light rain
562,Porto Novo,BJ,6.5,2.6,77.0,88,40,9.17,scattered clouds
563,Launceston,AU,-41.45,147.17,44.6,75,90,10.29,drizzle
564,Turki,RU,51.99,43.27,66.06,44,0,8.63,clear sky
565,North Bend,US,43.41,-124.22,66.2,93,90,8.05,overcast clouds
566,Castleisland,IE,52.23,-9.47,59.0,93,75,25.28,light rain
567,Zhob,PK,31.34,69.45,81.3,55,92,3.69,overcast clouds
568,Micheweni,TZ,-4.97,39.83,76.35,80,98,9.89,light rain
569,Muroto,JP,33.28,134.15,89.6,70,40,1.12,shower rain
570,Rila,BG,42.13,23.13,77.0,61,0,1.01,clear sky
571,Krasnoturansk,RU,54.32,91.56,77.0,53,81,2.24,broken clouds
572,Vidim,RU,56.41,103.11,75.97,38,100,3.62,overcast clouds
573,Kosonsoy,UZ,41.26,71.55,86.0,27,20,6.93,few clouds
574,Port Hardy,CA,50.7,-127.42,59.0,100,40,3.36,scattered clouds
575,Sterling,US,39.01,-77.43,68.0,100,75,4.23,broken clouds
576,Byron Bay,AU,-28.65,153.62,64.4,34,40,10.29,scattered clouds
577,Abbotsford,CA,49.06,-122.25,66.2,93,75,3.36,broken clouds
578,Grand Gaube,MU,-20.01,57.66,78.01,52,49,10.0,scattered clouds
579,Altay,CN,47.87,88.12,80.85,18,61,9.93,broken clouds
580,Sibu,MY,2.3,111.82,91.4,63,40,3.36,scattered clouds
581,Mogzon,RU,51.74,111.96,73.45,48,100,7.0,overcast clouds
582,Boa Vista,BR,2.82,-60.67,80.6,83,3,3.36,clear sky
583,Glendive,US,47.11,-104.71,72.0,56,90,25.28,light rain
584,Darhan,MN,49.49,105.92,74.35,58,100,3.83,overcast clouds
585,Oussouye,SN,12.48,-16.55,77.0,100,40,4.7,moderate rain
586,Vanimo,PG,-2.67,141.3,83.05,77,1,8.1,clear sky
587,Reitz,ZA,-27.8,28.43,46.4,57,29,16.11,scattered clouds
588,Sangar,RU,63.92,127.47,61.66,35,35,8.43,scattered clouds
589,Shubarshi,KZ,48.59,57.19,71.04,32,36,3.91,scattered clouds
590,Pascagoula,US,30.37,-88.56,75.2,88,1,4.7,clear sky
591,Kapit,MY,2.02,112.93,95.81,41,98,1.32,overcast clouds
592,Noumea,NC,-22.28,166.46,69.8,77,12,2.24,few clouds
593,Vaasa,FI,63.1,21.62,66.99,82,20,10.29,few clouds
594,Nuevitas,CU,21.55,-77.26,75.2,100,100,4.7,overcast clouds
595,Bandar-E Lengeh,IR,26.56,54.88,96.8,75,40,9.17,haze
596,Dwarka,IN,22.24,68.97,86.02,72,95,6.15,light rain
597,Aksu,CN,41.12,80.26,87.3,21,0,4.76,clear sky
598,Taltal,CL,-25.4,-70.48,53.06,59,0,2.89,clear sky
599,Golden,US,39.76,-105.22,70.0,46,40,3.36,scattered clouds
600,Puri,IN,19.8,85.85,87.8,79,75,14.99,haze
601,Sidi Ali,DZ,36.1,0.42,77.32,75,0,7.0,clear sky
602,Mount Pleasant,US,32.79,-79.86,77.0,100,20,5.79,mist
603,Valle Hermoso,MX,25.67,-97.83,82.4,78,1,10.29,clear sky
604,Ipira,BR,-12.16,-39.74,69.91,89,100,6.44,overcast clouds
605,Palmas,BR,-10.21,-48.36,71.6,64,0,5.82,clear sky
606,Vila Do Maio,CV,15.13,-23.22,78.8,65,75,5.82,broken clouds
607,Valreas,FR,44.38,4.99,82.99,57,0,3.36,clear sky
608,Shelburne,CA,44.08,-80.2,69.8,64,75,9.17,broken clouds
609,Bilma,NE,18.69,12.92,93.97,31,82,7.25,broken clouds
610,Aripuana,BR,-9.17,-60.63,72.48,66,0,7.09,clear sky
611,Nogliki,RU,51.83,143.17,62.01,76,69,9.13,light rain
612,Benjamin Constant,BR,-4.38,-70.03,77.0,100,9,0.89,light rain
613,Challapata,BO,-18.9,-66.77,30.43,84,100,1.77,overcast clouds
614,Ubauro,PK,28.17,69.73,103.77,37,88,11.52,overcast clouds
615,Kalabo,ZM,-14.97,22.68,76.6,19,15,9.33,few clouds
616,Sibiti,CG,-3.68,13.35,70.79,80,100,3.18,overcast clouds
617,Mahibadhoo,MV,3.78,72.97,83.61,65,100,4.81,overcast clouds
618,Denpasar,ID,-8.65,115.22,84.2,74,20,14.99,few clouds
619,Krasnoselkup,RU,65.7,82.47,64.85,64,50,16.87,light rain
620,Aracuai,BR,-16.85,-42.07,66.83,85,0,2.59,clear sky
621,General Roca,AR,-39.03,-67.58,35.6,47,0,8.41,clear sky
622,Urussu,RU,54.6,53.46,56.73,84,100,9.64,overcast clouds
623,Atasu,KZ,48.68,71.64,71.46,28,90,20.89,overcast clouds
624,Taldan,RU,53.67,124.8,73.33,47,100,5.86,overcast clouds
625,Florian,CO,5.8,-73.97,59.86,93,60,2.77,broken clouds
626,Bimbo,CF,4.26,18.42,75.2,88,40,2.24,scattered clouds
627,Gladstone,AU,-23.85,151.25,69.8,43,0,8.05,clear sky
628,Sangin,AF,32.07,64.84,100.83,8,0,7.25,clear sky
629,Polyarnyye Zori,RU,67.37,32.5,63.77,79,59,5.06,broken clouds
630,Sao Mateus,BR,-18.72,-39.86,70.02,94,97,2.95,moderate rain
631,Bud,US,39.45,-86.18,60.01,100,1,3.2,clear sky
632,Yumen,CN,40.28,97.2,83.17,29,61,8.48,broken clouds
633,Avera,US,33.19,-82.53,71.6,91,90,5.03,haze
634,Orhei,MD,47.38,28.82,80.6,51,29,11.41,scattered clouds
635,Conner,PH,17.8,121.33,81.61,83,100,1.34,moderate rain
636,Vastseliina,EE,57.73,27.29,62.6,82,100,2.24,overcast clouds
637,Novoagansk,RU,61.94,76.66,52.05,93,100,10.22,light rain
638,Linqing,CN,36.85,115.71,79.56,61,1,9.22,clear sky
639,Calolbon,PH,13.6,124.1,86.34,72,100,7.67,overcast clouds
640,Marawi,PH,8.0,124.29,84.0,79,98,5.01,light rain
641,Gunjur,GM,13.2,-16.73,75.2,100,75,6.93,broken clouds
642,Puerto Carreno,CO,6.19,-67.49,75.27,93,100,6.38,moderate rain
643,Marau,BR,-28.45,-52.2,30.67,98,7,2.46,clear sky
644,Rock Sound,BS,24.9,-76.2,82.36,81,100,13.94,overcast clouds
645,Ambon,ID,-3.7,128.18,82.99,78,40,6.93,scattered clouds
646,Kendallville,US,41.44,-85.27,59.0,100,1,4.18,clear sky
647,Eidfjord,NO,60.47,7.07,60.01,80,57,1.01,broken clouds
648,Zeya,RU,53.75,127.27,75.67,52,96,5.48,overcast clouds
649,Laguna,US,38.42,-121.42,68.0,77,90,3.36,smoke
650,Strezhevoy,RU,60.73,77.59,53.6,93,90,8.95,light rain
651,Boddam,GB,57.47,-1.78,63.0,82,98,20.8,light rain
652,West Wendover,US,40.74,-114.07,78.8,12,1,6.06,haze
653,Socorro,US,31.65,-106.3,87.01,28,20,3.36,few clouds
654,Gallup,US,35.53,-108.74,73.99,25,1,5.82,clear sky
655,Waitati,NZ,-45.75,170.57,48.99,93,100,8.99,overcast clouds
656,Olafsvik,IS,64.89,-23.71,50.29,68,0,20.62,clear sky
657,Hirara,JP,24.8,125.28,84.2,78,75,10.29,broken clouds
658,Camaguey,CU,21.38,-77.92,75.2,100,100,4.7,overcast clouds
659,Vardo,NO,70.37,31.11,51.8,87,20,9.17,few clouds
660,Simao,CN,22.79,100.97,77.02,84,97,1.92,moderate rain
661,San Rafael,AR,-34.62,-68.33,42.64,51,0,2.84,clear sky
662,Edd,ER,13.93,41.69,95.5,44,0,8.28,clear sky
663,Aden,YE,12.78,45.04,87.17,67,75,10.76,broken clouds
664,Kastamonu,TR,41.5,33.67,64.4,59,20,5.82,few clouds
665,Talara,PE,-4.58,-81.27,62.13,80,86,12.77,overcast clouds
666,San Jeronimo,PE,-11.95,-75.28,50.85,66,100,1.05,light rain
667,Cayenne,GF,4.93,-52.33,75.2,100,40,2.24,scattered clouds
668,Vila Velha,BR,-20.33,-40.29,71.6,83,90,12.75,overcast clouds
669,Santa Maria,BR,-29.68,-53.81,35.56,85,0,1.81,clear sky
670,Pringsewu,ID,-5.36,104.97,87.4,55,18,7.76,few clouds
671,Lincoln,US,40.8,-96.67,71.01,82,1,6.93,clear sky
672,Singaraja,ID,-8.11,115.09,84.06,56,2,6.85,clear sky
